NTROQUEL	NOMBRE COMERCIAL	PRESENTACION	LABORATORIO	PVP	PSL
9948812	ATOMO DESINFLAMANTE CLASICO	pomo x 40 g	Imvi	946	473
9926148	ATOMO DESINFLAMANTE CLASICO	pote x 100 g	Imvi	83	42
9951527	ATOMO DESINFLAMANTE CLASICO	pote x 110 g	Imvi	1775	888
9926149	ATOMO DESINFLAMANTE CLASICO	pote x 200 g	Imvi	72	36
9951528	ATOMO DESINFLAMANTE CLASICO	pote x 220 g	Imvi	1979	990
9926147	ATOMO DESINFLAMANTE CLASICO	pote x 50 g	Imvi	17	9
9918580	ATOMO DESINFLAMANTE DEPOR	cr.x 100 g	Imvi	469	235
9918579	ATOMO DESINFLAMANTE DEPOR	cr.x 30 g	Imvi	280	140
9957630	ATOMO DESINFLAMANTE FORTE	cr.x 100 g	Imvi	2535	1268
9918576	ATOMO DESINFLAMANTE G	gel x 100 g	Imvi	34	17
9918575	ATOMO DESINFLAMANTE G	gel x 30 g	Imvi	13	7
9918578	ATOMO DESINFLAMANTE GELDIC V.L.SIN OLOR	gel x 100 g	Imvi	2480	1240
9918577	ATOMO DESINFLAMANTE GELDIC V.L.SIN OLOR	gel x 30 g	Imvi	1219	610
9941705	ATOMO DESINFLAMANTE IBU	comp.x 10	Imvi	10	5
9920343	ATOMO DESINFLAMANTE VETER.	pomo x 100 g	Imvi	19	10
9920342	ATOMO DESINFLAMANTE VETER.	pomo x 30 g	Imvi	12	6
9918582	ATOMODERMA A	cr.x 100 g	Imvi	37	19
9918581	ATOMODERMA A	cr.x 30 g	Imvi	22	11
4228082	ATOMODERMA A-D	pda.x 100 g	Imvi	72	36
4228081	ATOMODERMA A-D	pda.x 30 g	Imvi	14	7
9918586	ATOMODERMA A-E	cr.x 100 g	Imvi	13	7
9918585	ATOMODERMA A-E	cr.x 30 g	Imvi	14	7
4218421	ATOMODERMA PLUS	cr.x 15 g	Imvi	13	7
4218422	ATOMODERMA PLUS	cr.x 30 g	Imvi	19	10
9930513	CREMA DE ORDE¥E ATOMO ORDE¥ADOR	cr.x 100 g	Imvi	7	4
9930514	CREMA DE ORDE¥E ATOMO ORDE¥ADOR	cr.x 250 g	Imvi	10	5
9930512	CREMA DE ORDE¥E ATOMO ORDE¥ADOR	cr.x 50 g	Imvi	6	3
9937627	DERMOCITRAN	cr.x 30 g	Imvi	49	25
9950590	GYNODERM	jab¢n l¡q. x 180 ml	Imvi	1777	889
9960067	GYNODERM CARE	gel monodosis x 6 x 2.5g	Imvi	1091	546
9960066	GYNODERM CARE	gel x 40 g	Imvi	2219	1110
9959213	GYNODERM HYALU	jab¢n l¡q. x 180 ml	Imvi	1446	723
9943546	HEMORROISAN	env.x 20 g	Imvi	49	25
9953820	KAPILLARE HOMBRE	c ps.bl.x 30 + comp.x 30	Imvi	395	198
9953819	KAPILLARE MUJER	c ps.bl.x 30	Imvi	169	85
564739	MAGICREM	cr.x 20 g	Imvi	29	15
9953814	REVIDOX	c ps.x 30	Imvi	332	166
9932639	VARISEDAN	comp.x 30	Imvi	1690	845
9932640	VARISEDAN	comp.x 60	Imvi	2883	1442
9933107	VARISEDAN GEL	gel fr¡o p/piernas x150g	Imvi	1234	617
9959212	VARISEDAN GEL	gel fr¡o p/piernas x400g	Imvi	2302	1151
4594391	BLEOMICINA FAULDING	15 mg iny.f.a.x 1	Dronor	63	32
4272882	CARBOPLATINO FAULDING	150 mg iny.f.a.x 1	Dronor	199	100
4272880	CARBOPLATINO FAULDING	450 mg iny.f.a.x 1	Dronor	532	266
4272881	CARBOPLATINO FAULDING	50 mg iny.f.a.x 1	Dronor	125	63
419996	CIPROTERONA GENERICS	50 mg comp.x 56	Dronor	473	237
4223531	CISPLATINO FAULDING	10 mg/10 ml f.a.x 1	Dronor	18	9
4223611	CISPLATINO FAULDING	50 mg/50 ml f.a.x 1	Dronor	80	40
4312891	DOXORRUBICINA 10 MG FAULDING	10 mg f.a.x 1	Dronor	20	10
4312710	DOXORRUBICINA 50 MG FAULDING	50 mg f.a.x 1	Dronor	205	103
4306031	FLUOROURACILO FAULDING	500 mg/10 ml iny.a.x 5	Dronor	18	9
4270981	LEUCOVORINA FAULDING	50 mg iny.f.a.x 1	Dronor	63	32
4316931	METOTREXATO FAULDING	50 mg/2 ml f.a.x 1	Dronor	14	7
4223791	METOTREXATO FAULDING	500 mg/20 ml f.a.x 1	Dronor	114	57
4594211	MITOMICINA FAULDING	20 mg iny.f.a.x 1	Dronor	556	278
4223451	VINBLASTINA FAULDING	1 mg/ml f.a.x 1	Dronor	44	22
4228161	VINCRISTINA FAULDING	1 mg/ml f.a.x 1	Dronor	14	7
9922990	AJO WP	comp.x 30	Wunder Pharm	9	5
5693971	CALMOFAR SL	10 mg comp.subl.x 10	Wunder Pharm	567	284
9922993	CENTELLA ASIATICA WP	comp.x 30	Wunder Pharm	19	10
6056711	DIKLOPHAR FLEX	comp.x 10	Wunder Pharm	454	227
6056722	DIKLOPHAR FLEX	comp.x 20	Wunder Pharm	422	211
9926595	DR. CALM	comp.x 40	Wunder Pharm	17	9
9926596	DR. LAX	comp.x 40	Wunder Pharm	8	4
9924719	DR.DIET WP	comp.x 30	Wunder Pharm	129	65
9913397	GENIOL 500 MG	tab.x 100	Wunder Pharm	70	35
9917564	GENIOL SC 500 MG	comp.rev.microdel.x 100	Wunder Pharm	50	25
5035421	GRIPEQUIN	comp.x 10	Wunder Pharm	8	4
5453261	GRIPEQUIN TOS ADULTOS	frasco x 120 ml	Wunder Pharm	91	46
5433131	GRIPEQUIN TOS PEDIATRICO	frasco x 120 ml	Wunder Pharm	121	61
9922992	GUARANA WP	comp.x 50	Wunder Pharm	9	5
9945552	IBUXFAR	400 mg comp.x 10	Wunder Pharm	10	5
5912551	IBUXFAR	600 mg comp.x 10	Wunder Pharm	93	47
5912553	IBUXFAR	600 mg comp.x 100	Wunder Pharm	958	479
9945459	IBUXFAR SUSPENSION ORAL	susp.x 200 ml	Wunder Pharm	87	44
5912841	IBUXFAR SUSPENSION ORAL	susp.x 90 ml	Wunder Pharm	84	42
9948161	IBUXFAR SUSPENSION ORAL 4%	4% susp.x 90 ml	Wunder Pharm	95	48
9923701	JALEA REAL WP	comp.x 30	Wunder Pharm	13	7
6157971	LAXAGAR	gts.x 15 ml	Wunder Pharm	168	84
9946210	LECHE DE MAGNESIA AXAR	susp.x 240 ml	Wunder Pharm	1131	566
9954196	LECHE DE MAGNESIA AXAR	susp.x 240 ml	Wunder Pharm	208	104
9946211	LECHE DE MAGNESIA PHILLIPS	Menta susp.x 120 ml	Wunder Pharm	77	39
9946212	LECHE DE MAGNESIA PHILLIPS	Menta susp.x 240 ml	Wunder Pharm	137	69
1177803	LECHE DE MAGNESIA PHILLIPS	susp.x 120 ml	Wunder Pharm	107	54
9925772	LECITINA DE SOJA WP	1200 mg softgels x 60	Wunder Pharm	7	4
9922994	LEVADURA DE CERVEZA WP	comp.x 100	Wunder Pharm	6	3
9922991	LUPINES WP	comp.x 30	Wunder Pharm	8	4
9926594	MAGNESIO WP	comp.x 100	Wunder Pharm	25	13
5084441	NAPROXPHAR	250 mg comp.x 20	Wunder Pharm	351	176
5084442	NAPROXPHAR	250 mg comp.x 50	Wunder Pharm	812	406
5084511	NAPROXPHAR	375 mg comp.x 20	Wunder Pharm	17	9
5084651	NAPROXPHAR	500 mg comp.x 20	Wunder Pharm	884	442
5084652	NAPROXPHAR	500 mg comp.x 50	Wunder Pharm	1808	904
9929847	NOVOGENIOL	comp.x 16	Wunder Pharm	27	14
9946660	NOVOGENIOL FORTE	400 mg comp.rec.x 24	Wunder Pharm	45	23
5912555	NOVOGENIOL PLUS	600 mg comp.x 10	Wunder Pharm	43	22
5912556	NOVOGENIOL PLUS	600 mg comp.x 20	Wunder Pharm	70	35
5912557	NOVOGENIOL PLUS	600 mg comp.x 50	Wunder Pharm	134	67
5912844	NOVOGENIOL SUSPENSION	2% susp.x 200 ml	Wunder Pharm	82	41
5912843	NOVOGENIOL SUSPENSION	2% susp.x 90 ml	Wunder Pharm	39	20
6183681	NOVOGENIOL SUSPENSION 4%	4% susp.x 90 ml	Wunder Pharm	92	46
5764425	OMEFAR	20 mg caps.x 14	Wunder Pharm	277	139
5764421	OMEFAR	20 mg caps.x 15	Wunder Pharm	30	15
5764426	OMEFAR	20 mg caps.x 28	Wunder Pharm	737	369
5764422	OMEFAR	20 mg caps.x 30	Wunder Pharm	50	25
5764553	OMEFAR	40 mg caps.x 14	Wunder Pharm	1729	865
5764551	OMEFAR	40 mg caps.x 15	Wunder Pharm	104	52
5764554	OMEFAR	40 mg caps.x 28	Wunder Pharm	1915	958
5764552	OMEFAR	40 mg caps.x 30	Wunder Pharm	174	87
6098551	ORLIST	60 mg caps.x 30	Wunder Pharm	896	448
6098552	ORLIST	60 mg caps.x 60	Wunder Pharm	1637	819
9923699	POLEN WP	comp.x 30	Wunder Pharm	13	7
9920658	WUNDERBALSAM ENGLISCHER	env.x 100 ml	Wunder Pharm	1043	522
9918960	WUNDERBALSAM ENGLISCHER	env.x 200 ml	Wunder Pharm	3585	1793
9945882	WUNDERBALSAM ENGLISCHER	env.x 500 ml	Wunder Pharm	5388	2694
9918809	MUCOSAL	gel x 100 g	Ugau	16	8
9918808	MUCOSAL	gel x 30 g	Ugau	4	2
9928067	JACQCES	Aloe cr.x 250 g	Dermosoluxion	6	3
9928066	JACQCES	Cal‚ndula cr.x 15 g	Dermosoluxion	31	16
9928062	JACQCES	Celulitis cr.x 100 g	Dermosoluxion	16	8
9928063	JACQCES	Celulitis cr.x 150 g	Dermosoluxion	23	12
9928081	JACQCES	Cuerpo talco x 100 g	Dermosoluxion	4	2
9928068	JACQCES	Deo Perf.AA aer.x 150 ml	Dermosoluxion	4	2
9928069	JACQCES	Deo Perf.CH aer.x 150 ml	Dermosoluxion	3	2
9928070	JACQCES	Deo Perf.KZO aer.x 150ml	Dermosoluxion	2	1
9928071	JACQCES	Deo Perf.PO aer.x 150 ml	Dermosoluxion	4	2
9928072	JACQCES	Dermo gel x 30 g	Dermosoluxion	15	8
9928073	JACQCES	Estriae cr.x 50 g	Dermosoluxion	44	22
9928074	JACQCES	Estriae roll on x 30 g	Dermosoluxion	22	11
9928075	JACQCES	Estriae roll on x 60 g	Dermosoluxion	47	24
9928076	JACQCES	Hand Protec.cr.x 60 g	Dermosoluxion	23	12
9928077	JACQCES	Jab.liq.x 250 ml	Dermosoluxion	2	1
9928078	JACQCES	Loc.x 130 ml	Dermosoluxion	30	15
9928079	JACQCES	Pantalla solar x 130 ml	Dermosoluxion	23	12
9928064	JACQCES	Piojic.shamp.+enj.x360ml	Dermosoluxion	7	4
9928065	JACQCES	Protein.shamp.x 130 ml	Dermosoluxion	35	18
9928080	JACQCES	Shave+Post afeit.x 60 ml	Dermosoluxion	10	5
3167201	AGAROL CHICLE	Fruta blist.x 6	Interbelle Cosm	4	2
2222351	AGAROL CHICLE	Menta blist.x 6	Interbelle Cosm	3	2
3328671	NOPUCID 10	1% cr.desenred.x 100 g	Interbelle Cosm	12	6
9927439	NOPUCID MC	loc.x 100 ml	Interbelle Cosm	33	17
9917170	NOPUCID PEINE METALICO	peine c/cabezal desmont.	Interbelle Cosm	9	5
786691	SACARINA PARKE DAVIS	tab.x 200	Interbelle Cosm	7	4
9920029	DERCOS CABELLOS GRASOS	Sebo Corr.shamp.x 200 ml	Vichy	431	216
9922010	DERCOS CABELLOS SECOS	Nutri-Repar.bals.x 150ml	Vichy	349	175
9925750	DERCOS CABELLOS SECOS	Nutri-Repar.shamp.x200ml	Vichy	430	215
9953427	DERCOS CUERO CABELLUDO SENSIBLE	Cab.graso shamp.x 200ml	Vichy	445	223
9920028	DERCOS CUERO CABELLUDO SENSIBLE	Cab.seco shamp.x 200ml	Vichy	519	260
9953424	DERCOS NEOGENIC	fco.dosf. 28 x 6ml	Vichy	1506	753
9920027	DERCOS PARA LA CASPA	Anti-Graso shamp.x 200ml	Vichy	312	156
9953425	DERCOS PARA LA CASPA	caspa seca shamp.x 200ml	Vichy	313	157
9953521	DERCOS PARA LA CAÖDA	Apres Energiz.x 200ml	Vichy	275	138
9943358	DERCOS PARA LA CAÖDA	Apres Energizantex 200ml	Vichy	369	185
9919668	DERCOS PARA LA CAÖDA	Shamp.Energiz.x 200 ml	Vichy	391	196
9920026	DERCOS SHAMPOO PARA LA CASPA CC SENSIBLE	Anti-Caspa shamp.x 200ml	Vichy	383	192
9919666	DERCOS TAC AMINEXIL SP94 HOMBRE	Antica¡da amp.x 12 x 6ml	Vichy	680	340
9919667	DERCOS TAC AMINEXIL SP94 MUJER	Antica¡da amp.x 12 x 6ml	Vichy	1391	696
9922011	DERCOS TECHNIQUE CABELLOS SECOS	Nutri-Repar.m sc.x 150ml	Vichy	78	39
9922012	DERCOS TECHNIQUE CABELLOS SECOS	Volumateur shamp.x 200ml	Vichy	16	8
9940463	DERCOS TECHNIQUE CUERO CABELLUDO SENSIBLE	DermoCa.sh.nor/gr.x200ml	Vichy	49	25
9945342	DERCOS TECHNIQUE PARA LA CAIDA	Aminactif Serum x 125 ml	Vichy	313	157
9943357	DERCOS TECHNIQUE PARA LA CAIDA	Aminexil Energy x 125 ml	Vichy	276	138
9922007	DERCOS TECHNIQUE PARA LA CAIDA	Hombre amp.x 18 x 6 ml	Vichy	75	38
9926454	DERCOS TECHNIQUE PARA LA CAIDA	Mujer amp.x 18 x 6 ml	Vichy	64	32
9943966	DERCOS TECHNIQUE PARA LA CAIDA	Shamp.Dens.Hombre x200ml	Vichy	116	58
9922008	DERCOS TECHNIQUE PARA LA CASPA	Caspa amp.x 4 x 6 ml	Vichy	51	26
9941987	DERCOS TECHNIQUE PARA LA CASPA	Fortif.casp/caidax 200ml	Vichy	118	59
9939191	DERCOS TECHNIQUE VOLUMINIZADOR	Shamp.Densif.x 200 ml	Vichy	91	46
9953429	DERCOS TODO TIPO DE CABELLO	Mineral apres sh.x200ml	Vichy	359	180
9953428	DERCOS TODO TIPO DE CABELLO	Mineral shamp.x400ml	Vichy	420	210
9953448	IDEALIA TRAT. ANTI EDAD	Idealia PNM x 50 ml	Vichy	410	205
9953449	IDEALIA TRAT. ANTI EDAD	Idealia PS x 50 ml	Vichy	1039	520
9953463	IDEALIA TRAT. ANTI EDAD	Idealia life serum x30ml	Vichy	511	256
9953450	IDEALIA TRAT. ANTI EDAD	Idealia pro x 30 ml	Vichy	1001	501
9953464	IDEALIA TRAT. ANTI EDAD	Idealia yeux x 15 ml	Vichy	406	203
9953426	NEOGENIC SHAMPOO	fco.x 200 ml	Vichy	289	145
9924418	VICHY CAPITAL SOLEIL	Apres Soleil N¤.x 125 ml	Vichy	45	23
9930925	VICHY CAPITAL SOLEIL	Autob.Cuerpo sprayx125ml	Vichy	51	26
9920052	VICHY CAPITAL SOLEIL	Autob.Rostro gel x 50 ml	Vichy	58	29
9920055	VICHY CAPITAL SOLEIL	Bals.SOS rep.cel.x 100ml	Vichy	143	72
9920242	VICHY CAPITAL SOLEIL	IP 10 cr.x 50 ml	Vichy	66	33
9920239	VICHY CAPITAL SOLEIL	IP 10 leche-gel x 150 ml	Vichy	136	68
9920238	VICHY CAPITAL SOLEIL	IP 15 cr.x 50 ml	Vichy	28	14
9927640	VICHY CAPITAL SOLEIL	IP 15 gel clear x 125 ml	Vichy	78	39
9941985	VICHY CAPITAL SOLEIL	IP 20 spray vap.x 125 ml	Vichy	89	45
9927641	VICHY CAPITAL SOLEIL	IP 20 spray x 125 ml	Vichy	40	20
9920057	VICHY CAPITAL SOLEIL	IP 25 Stick labial x 3ml	Vichy	21	11
9929751	VICHY CAPITAL SOLEIL	IP 25 cr.x 25 ml	Vichy	76	38
9920237	VICHY CAPITAL SOLEIL	IP 25 leche x 150 ml	Vichy	26	13
9941986	VICHY CAPITAL SOLEIL	IP 30 cr.piel mad.x 50ml	Vichy	57	29
9941984	VICHY CAPITAL SOLEIL	IP 30 leche p/mad.x150ml	Vichy	70	35
9920247	VICHY CAPITAL SOLEIL	IP 30 leche-gel x 150 ml	Vichy	65	33
9940462	VICHY CAPITAL SOLEIL	IP 30 leche-gel x 150 ml	Vichy	38	19
9929752	VICHY CAPITAL SOLEIL	IP 30 spray x 125 ml	Vichy	95	48
9920246	VICHY CAPITAL SOLEIL	IP 5 cr.x 50 ml	Vichy	18	9
9943945	VICHY CAPITAL SOLEIL	IP 50+ N¤.pomo x 100 ml	Vichy	152	76
9943944	VICHY CAPITAL SOLEIL	IP 50+ N¤.spray x 125 ml	Vichy	144	72
9943106	VICHY CAPITAL SOLEIL	IP 50+ Spray Vapo.x125ml	Vichy	83	42
9920248	VICHY CAPITAL SOLEIL	IP 50+ leche-gel x 100ml	Vichy	94	47
9924414	VICHY CAPITAL SOLEIL	IP 60 N¤.leche x 100 ml	Vichy	118	59
9931578	VICHY CAPITAL SOLEIL	IP 60 Stick barra x 9 ml	Vichy	33	17
9920233	VICHY CAPITAL SOLEIL	IP 60 leche x 100 ml	Vichy	67	34
9920056	VICHY CAPITAL SOLEIL	Leche/gel pomo x 150 ml	Vichy	62	31
9920245	VICHY CAPITAL SOLEIL	SPF 20 leche-gel x 150ml	Vichy	134	67
9953438	VICHY DESODORANTES	Anti manch. aer.x 125ml	Vichy	893	447
9953437	VICHY DESODORANTES	Antit.roll on x 50ml	Vichy	344	172
9934091	VICHY DESODORANTES	Antitr.aer.x 125 ml	Vichy	202	101
9934094	VICHY DESODORANTES	Piel sens.pomo cr.x 40ml	Vichy	40	20
9934093	VICHY DESODORANTES	Piel sens.roll on x 50ml	Vichy	572	286
9941982	VICHY DESODORANTES	Stick 24 hs barra x 75ml	Vichy	276	138
9934095	VICHY DESODORANTES	Tratam.7 d¡as x 30 ml	Vichy	507	254
9934092	VICHY DESODORANTES	roll on alumin. x 50 ml	Vichy	394	197
9953441	VICHY DESODORANTES	roll on stress 72h x50ml	Vichy	483	242
9953439	VICHY DESODORANTES	roll-on antim.48hs x50ml	Vichy	384	192
9953440	VICHY DESODORANTES	roll-on beauty48hs x50ml	Vichy	615	308
9920053	VICHY IDEAL SOLEIL	Autob.Cuerpo x 100 ml	Vichy	626	313
9939192	VICHY IDEAL SOLEIL	FP 50 fluido x 40ml	Vichy	508	254
9953476	VICHY IDEAL SOLEIL	FPS 20 fam.leche x 300ml	Vichy	296	148
9953472	VICHY IDEAL SOLEIL	FPS 30 bronze tan optim.	Vichy	313	157
9953475	VICHY IDEAL SOLEIL	FPS 30 bruma hid.x 200ml	Vichy	579	290
9953477	VICHY IDEAL SOLEIL	FPS 30 fam.leche x 300ml	Vichy	693	347
9953480	VICHY IDEAL SOLEIL	FPS 30 inv.wet sk.x200ml	Vichy	320	160
9920236	VICHY IDEAL SOLEIL	FPS 30 toq.seco crx 50ml	Vichy	529	265
9920234	VICHY IDEAL SOLEIL	FPS 50 N¤.leche x 300 ml	Vichy	569	285
9943943	VICHY IDEAL SOLEIL	FPS 50 N¤.spray x 200 ml	Vichy	689	345
9953474	VICHY IDEAL SOLEIL	FPS 50 bruma hid.x 200ml	Vichy	656	328
9953479	VICHY IDEAL SOLEIL	FPS 50 inv.wet sk.x200ml	Vichy	802	401
9953468	VICHY IDEAL SOLEIL	FPS 50 toq.seco crx 50ml	Vichy	270	135
9922326	VICHY IDEAL SOLEIL	FPS 50+ perf.piel x 50ml	Vichy	540	270
9953469	VICHY IDEAL SOLEIL	FPS50 BB cr.color x 50ml	Vichy	556	278
9953470	VICHY IDEAL SOLEIL	FPS50 BB toque secox50ml	Vichy	325	163
9953471	VICHY IDEAL SOLEIL	FPS50 antid.spots x 50ml	Vichy	448	224
9953473	VICHY IDEAL SOLEIL	FPS50+ bronze tan optim.	Vichy	561	281
9953478	VICHY IDEAL SOLEIL	FPS50+ fam.leche x 300ml	Vichy	435	218
9953481	VICHY IDEAL SOLEIL	lait ap.post sol. x300ml	Vichy	708	354
9921859	VICHY LIMPIEZA DE ROSTRO	Demaq.integral x 200 ml	Vichy	410	205
9920030	VICHY LIMPIEZA DE ROSTRO	Demaq.p/ojos loc.x 150ml	Vichy	655	328
9953432	VICHY LIMPIEZA DE ROSTRO	Espuma al agua x 150ml	Vichy	493	247
9921862	VICHY LIMPIEZA DE ROSTRO	Exfoliante cr.x 50 ml	Vichy	64	32
9921860	VICHY LIMPIEZA DE ROSTRO	Masq.Therm.Purif.x 50 ml	Vichy	65	33
9921861	VICHY LIMPIEZA DE ROSTRO	Masq.Therm.Rehid.x 50 ml	Vichy	26	13
9953431	VICHY LIMPIEZA DE ROSTRO	Oleo micelar x 125ml	Vichy	575	288
9953430	VICHY LIMPIEZA DE ROSTRO	Pur.Ter.gel limp. x200ml	Vichy	299	150
9933492	VICHY LIMPIEZA DE ROSTRO	Pur.Term.Exfol. x 75 ml	Vichy	366	183
9921855	VICHY LIMPIEZA DE ROSTRO	Pur.Term.PN leche x200ml	Vichy	190	95
9921858	VICHY LIMPIEZA DE ROSTRO	Pur.Term.PS loc.x 200 ml	Vichy	59	30
9943096	VICHY LIMPIEZA DE ROSTRO	Pur.Term.PS tonicox200ml	Vichy	224	112
9921856	VICHY LIMPIEZA DE ROSTRO	Pur.Term.leche x 200 ml	Vichy	372	186
9921857	VICHY LIMPIEZA DE ROSTRO	Pur.Term.t¢nico x 200 ml	Vichy	471	236
9933258	VICHY LIMPIEZA DE ROSTRO	Soluci¢n Micelar x 200ml	Vichy	387	194
9953465	VICHY TRAT. LIPO CORPORAL	Cellu destock serum fl.	Vichy	803	402
9953466	VICHY TRAT. LIPO CORPORAL	Cellu destock x 200 ml	Vichy	593	297
9953467	VICHY TRAT. LIPO CORPORAL	Destock vientre x 150 ml	Vichy	554	277
9940452	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Base 25 Dermablend x30ml	Vichy	791	396
9940453	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Base 35 Dermablend x30ml	Vichy	632	316
9940454	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Base 45 Dermablend x30ml	Vichy	662	331
9940455	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Base 55 Dermablend x30ml	Vichy	1051	526
9940457	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Correct.G12 Dermabl.x6gr	Vichy	188	94
9945338	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Correct.G14 Dermabl.x6gr	Vichy	289	145
9945339	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Correct.G16 Dermabl.x6gr	Vichy	294	147
9945340	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Correct.G17 Dermabl.x6gr	Vichy	213	107
9940458	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Correct.G34 Dermabl.x6gr	Vichy	97	49
9940459	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Correct.G56 Dermabl.x6gr	Vichy	126	63
9940456	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Correct.G78 Dermabl.x6gr	Vichy	69	35
9940460	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Powder Dermablend x 6 gr	Vichy	140	70
9937721	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Tono 15 Flexilift.x 30ml	Vichy	596	298
9937722	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Tono 25 Flexilift.x 30ml	Vichy	858	429
9953520	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Tono 35 Flexilift.x 30ml	Vichy	881	441
9937723	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Tono 45 Flexilift.x 30ml	Vichy	525	263
9937724	VICHY TRATAMIENTO C/COLOR ANTIARRUGAS	Tono 55 Flexilift.x 30ml	Vichy	998	499
9920051	VICHY TRATAMIENTO CORPORAL	Anti-Estr¡as pomo x125ml	Vichy	65	33
9943965	VICHY TRATAMIENTO CORPORAL	Anti-Estr¡as pomo x200ml	Vichy	435	218
9943964	VICHY TRATAMIENTO CORPORAL	Cellu Metric mds.x28x8ml	Vichy	193	97
9929060	VICHY TRATAMIENTO CORPORAL	D-Stock gel cr.x 200 ml	Vichy	51	26
9920630	VICHY TRATAMIENTO CORPORAL	Exfoliante cuerpo x150ml	Vichy	33	17
9922327	VICHY TRATAMIENTO CORPORAL	Glucoblock pomo x 200 ml	Vichy	32	16
9929378	VICHY TRATAMIENTO CORPORAL	Lipidiose 1 leche x200ml	Vichy	92	46
9929397	VICHY TRATAMIENTO CORPORAL	Lipidiose 2 cr.x 200 ml	Vichy	72	36
9941980	VICHY TRATAMIENTO CORPORAL	Lipidiose Nut.cr.x 200ml	Vichy	69	35
9941979	VICHY TRATAMIENTO CORPORAL	Lipidiose Nut.flu.x200ml	Vichy	53	27
9941981	VICHY TRATAMIENTO CORPORAL	Lipidiose Nut.sun x200ml	Vichy	93	47
9938970	VICHY TRATAMIENTO CORPORAL	Lipocure S.pomo x 100 ml	Vichy	126	63
9940631	VICHY TRATAMIENTO CORPORAL	Lipometric pomo x 200 ml	Vichy	92	46
9935078	VICHY TRATAMIENTO CORPORAL	Liposyne cr.gel x 200 ml	Vichy	99	50
9933182	VICHY TRATAMIENTO CORPORAL	Novadiol Cuerpo x 200 ml	Vichy	120	60
9920049	VICHY TRATAMIENTO CORPORAL	Nutri-Physio fco.x 200ml	Vichy	19	10
9920628	VICHY TRATAMIENTO CORPORAL	Nutriextra Manos x 50 ml	Vichy	222	111
9936101	VICHY TRATAMIENTO CORPORAL	Nutriextra cr.x 400 ml	Vichy	326	163
9920033	VICHY TRATAMIENTO DEL ROSTRO	Agua Thermal aer.x 150ml	Vichy	203	102
9941977	VICHY TRATAMIENTO DEL ROSTRO	Aqualia dyn.serum x30 ml	Vichy	797	399
9943099	VICHY TRATAMIENTO DEL ROSTRO	Aqualia th.UV pote x50ml	Vichy	569	285
9943097	VICHY TRATAMIENTO DEL ROSTRO	Aqualia th.bals.ojox15ml	Vichy	449	225
9943100	VICHY TRATAMIENTO DEL ROSTRO	Aqualia th.baume x 50 ml	Vichy	220	110
9920037	VICHY TRATAMIENTO DEL ROSTRO	Aqualia th.dyn/lig.x40ml	Vichy	342	171
9920038	VICHY TRATAMIENTO DEL ROSTRO	Aqualia th.dyn/lig.x50ml	Vichy	619	310
9920035	VICHY TRATAMIENTO DEL ROSTRO	Aqualia th.dyn/ric.x40ml	Vichy	494	247
9920036	VICHY TRATAMIENTO DEL ROSTRO	Aqualia th.dyn/ric.x50ml	Vichy	824	412
9945336	VICHY TRATAMIENTO DEL ROSTRO	Aqualia th.labios x 5 ml	Vichy	270	135
9943098	VICHY TRATAMIENTO DEL ROSTRO	Aqualia th.mat fco.x50ml	Vichy	64	32
9944648	VICHY TRATAMIENTO DEL ROSTRO	Cellebiotic Dia x 50 ml	Vichy	347	174
9944649	VICHY TRATAMIENTO DEL ROSTRO	Cellebiotic Noche x 50ml	Vichy	170	85
9953442	VICHY TRATAMIENTO DEL ROSTRO	Eau Th.mineraliz.x 300ml	Vichy	255	128
9938134	VICHY TRATAMIENTO DEL ROSTRO	Kit dermat¢.anti-aging	Vichy	279	140
9920045	VICHY TRATAMIENTO DEL ROSTRO	Lift Day Proof PNM x50ml	Vichy	1284	642
9926453	VICHY TRATAMIENTO DEL ROSTRO	Lift Day Proof PS x50 ml	Vichy	805	403
9953433	VICHY TRATAMIENTO DEL ROSTRO	Lift supr.serum10 x30 ml	Vichy	1567	784
9953435	VICHY TRATAMIENTO DEL ROSTRO	Lift.ojos x 15 ml	Vichy	730	365
9953436	VICHY TRATAMIENTO DEL ROSTRO	Lift.ojos y pest.x 15 ml	Vichy	1201	601
9953434	VICHY TRATAMIENTO DEL ROSTRO	Lift.supreme UV x 50 ml	Vichy	684	342
